Sentences,Types,Classification,Type,Classifications,Classifications_name
Choose to either use a washcloth or select a loofah to wash your body.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either wear a hat or wear a scarf to keep warm.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either work from home or go into the office.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide for a swim or go for a run for exercise.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide to take a hot shower or decide to take a cold one.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to bake a cake or make cookies for dessert.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to buy a house or rent an apartment.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to buy a laptop or buy a tablet.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to drink coffee or drink tea in the morning.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to go to the gym or go for a run.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to go to the park or go to the museum for the day.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to invest in stocks or invest in bonds.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to listen to music or  listen to an audiobook during your commute.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to listen to music or listen a podcast.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to take a day trip or take a weekend getaway.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to take a nap or have a cup of coffee to boost your energy.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Decide whether you want to take a scenic or decide a direct route.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Determine whether you want to book a flight or take a road trip.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Determine whether you want to go to a concert or go to a movie.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Determine whether you want to take a bus or  take a train to your destination.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Determine whether you want to take a cooking or take a painting class.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Determine whether you want to use a calculator or do the math manually.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Go left or go right.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Go to the beach or go to the mountains for vacation.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Have a salad or a have sandwich for lunch.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
pack a sandwich or  pack a salad for lunch.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Paint or decorate the shoe box.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick  the French or pick  the Italian restaurant for dinner.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick  the silver or pick  gold watch to accessorize your wrist.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the blue or select the black ink for your pen.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the creamy or pick the chunky soup for your lunch.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the crunchy or pick creamy peanut butter for your toast.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the high heels or select low heels to wear with your dress.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the hot drink or pick cold drink to quench your thirst.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the peanut butter or select the jelly for your sandwich.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the spicy or pick mild flavor for your chips.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick between the spicy or pick the mild sauce for your wings.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick either the chicken or pick the fish for your entree.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the black or pick brown mascara for your eyelashes.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the black or the brown shoes to wear with your outfit.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the blue or pick the green pillow to match your bedding.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the brown or pick the black belt to match your outfit.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the denim or pick the khaki pants to wear with your shirt.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the pink or pick the purple nail polish to paint your nails.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the red or pick the green apple for a healthy snack.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the red or pick the green pepper for your salad.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out either the silver or pick the gold jewelry to wear with your outfit.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out some tanning spray or drop it.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick out the red or pick the green apple for a snack.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick the electric toothbrush or select manual toothbrush to clean your teeth.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick the indoor or pick  outdoor seating at the restaurant.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick the soft or pick the firm one.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Pick the strawberry or pick the vanilla ice cream.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Put on a running belt or pouch for your accessories.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the black or select the white frame for your photo.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the leather or select the fabric couch for your living room.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the long or select the short sleeves for your shirt depending on the weather.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the manual or select automatic mode on your camera.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the natural or pick the artificial sweetener for your coffee.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the regular or select the decaf coffee depending on your preference.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the regular or select the spicy mustard for your sandwich.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the small or select large size for your coffee depending on your caffeine needs.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the small or select the large popcorn size at the movie theater.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the spicy or select mild sauce for your stir-fry.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the spicy or select the mild salsa for your chips.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the sweet or select savory option for your breakfast.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Select the whole milk or select skim milk for your cereal.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Sell or mortgage your patent.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Take a morning or take an evening flight.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
take a shower or take a bath.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Take pen or  take pencil.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Take the stairs or take the elevator.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Use a hairbrush or use a comb to style your hair.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
use a pen or use a pencil to take notes.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Watch a movie or watch a TV show in the evening.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Wear a dress or wear pants to your event.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Wear a hat or wear a sunglasses when you go outside.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Wear a necklace or wear earrings with your outfit.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Wear a watch or use your phone to check the time.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Wear sneakers or wear dress shoes to work.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Work in a well ventilated garage or  cover outdoor spot.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Write now or read now.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
You would remove distractions from a photograph of a person.,INSTRUCTION,NON INSTRUCTION,1,1,SIMPLE INSTRUCTION
Brush Mod Podge or craft glue onto your pot.,INSTRUCTION,NON INSTRUCTION,1,3,INSTRUCTION WITH OPTION
"Instead of sitting in one place, you and the other person could go for a leisurely stroll as you talk.",INSTRUCTION,NON INSTRUCTION,1,3,INSTRUCTION WITH OPTION
Spay or neuter your pet.,INSTRUCTION,NON INSTRUCTION,1,3,INSTRUCTION WITH OPTION
"Use perlite, vermiculite or a light potting.",INSTRUCTION,NON INSTRUCTION,1,3,INSTRUCTION WITH OPTION
Water your plants more often if you notice signs of dehydration.,INSTRUCTION,NON INSTRUCTION,1,7,INSTRUCTION WITH REASON
"Do not discriminate against people based on their race, gender, or religion.",INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not ever touch my phone.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not give your personal information to strangers online.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not leave your belongings unattended in a public place.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not make that sound.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not open the package until instructed to do so.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not plagiarize someone else's work.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not run with scissors.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not rush the shot.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not smoke in your room.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not take a pen.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not talk to me like that.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not touch me!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not touch the paintings or sculptures in the art museum.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not underestimate the power of education.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not use profanity in public places.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not use your cell phone while driving.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Do not walk fastly.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't be excited about everything without reason.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't be late for the meeting.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't cheat on your partner or spouse.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't consume alcohol.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't do that.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't drink expired milk or eat expired food.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't ever call me a loser.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't ever speak to me like that again.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't forget to add in the lakes reflection!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't forget to lock the door when you leave.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't forget to turn off the lights when leaving the room.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't forget to wear protective gear while working with dangerous equipment.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't forget to wear your seatbelt while driving.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't get spooked.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't move!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't rush or you will fall.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't sit there.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't sit there.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't smoke in public places.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't stay out at night.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't text me.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't touch the fragile items on the shelf.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't touch the hot stove.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't use your phone while crossing the street.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Don't you talk to me like that!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Get out!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Let no one of you speak.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Move out of my way!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never cheat on a test or an exam.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never drink and drive.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never drink too much alcohol or use drugs.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never give up on your dreams and goals.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never leave your children unattended in a public place.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never leave your pets in a hot car.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never lie to your parents or your friends.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never skip breakfast or any other important meals.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never skip the warm-up before exercising.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never speak to me like that again.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Never swim alone in deep waters.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No one is allowed to smoke in the restaurant.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No one is allowed to use the company's resources for personal use.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No one is immune to the consequences of their actions.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No one should enter the restricted area without permission.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No one should use their phone during class.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No parking is allowed in the fire lane.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No running is allowed in the hallway.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No smoking is allowed in the playground.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No smoking is allowed in this building.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
No talking is allowed during the movie.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Nobody move!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop being rude to others and start showing respect.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop bullying others and start showing kindness.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop doing this sita!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop eating junk food and start eating healthy.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop feeding the dog!.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop interrupting others when they are speaking.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop littering the environment and start recycling.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop overthinking and start living in the present moment.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop playing loud music and disturbing your neighbors.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop procrastinating and start working.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop using single-use plastic and start using reusable items.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
Stop wasting food and start composting.,INSTRUCTION,NEGATIVE INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
"Also, be sure to avoid doing other things like texting or looking through your wallet while the person is talking.",INSTRUCTION,NON INSTRUCTION,1,6,NEGATIVE INSTRUCTION 
